
Predictions were generated on 27-Apr-2026 at 13:06:40 using OpenFAST, compiled on Mar 13 2026 at 19:00:22 as a 64-bit application using single precision at commit v5.0.0
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: FAST Certification Test #18: NREL 5.0 MW Baseline Wind Turbine (Onshore)

Time	ConvIter	ConvError	NumUJac	Q_B1F1	Q_GeAz	Q_TFA1	Q_TSS1	Q_TFA2	Q_TSS2	OoPDefl1	IPDefl1	TwstDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	TTDspTwst	Spn2MLxb1	Spn2MLyb1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotTorq	LSSGagMya	LSSGagMza	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
(s)	(-)	(-)	(-)	(m)	(rad)	(m)	(m)	(m)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(rpm)	(rpm)	(m)	(m)	(deg)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(kN-m)	(kN-m)	(kN-m)
    5.2000	3.000000	.1204375E-06	.000000	.5714947E-03	5.099759	.000000	.000000	.9954673E-04	.000000	.5721849E-03	.2718044E-15	.000000	.000000	22.19462	12.11192	1174.856	.9954673E-04	.000000	.000000	9.799320	10.14679	.8604640	-1.337123	16.44569	40.15681	33.45828	-.1968491E-03	41.17263	-924.1862	408.3862	-12.46954	-7.458740	-2893.018	59.77670	1733.554	48.40227	32.62220	-7.458740	-6300.436	713.1665	2827.623	48.39633
    5.2063	3.000000	.2902242E-06	.000000	.5539472E-03	5.107686	.000000	.000000	.9609893E-04	.000000	.5546162E-03	.2455005E-14	.000000	.000000	22.64882	12.11241	1174.904	.9609893E-04	.000000	.000000	9.996679	9.824411	.8397312	-1.363915	16.45706	40.96344	32.53401	-.1941207E-03	41.99956	-922.3698	416.5303	-13.32843	-7.604127	-2892.919	60.93541	1728.506	48.99499	34.41183	-7.604127	-6300.336	727.0610	2876.870	48.98915
    5.2125	3.000000	.1268974E-06	.000000	.5338555E-03	5.115613	.000000	.000000	.9339633E-04	.000000	.5345002E-03	.3621715E-14	.000000	.000000	23.10306	12.11292	1174.953	.9339633E-04	.000000	.000000	10.19181	9.454662	.8174353	-1.390444	16.46910	41.76157	31.50679	-.1894745E-03	42.81782	-920.4764	424.6071	-13.99190	-7.749019	-2892.857	62.07953	1724.230	49.53048	35.76952	-7.749019	-6300.275	740.8976	2913.334	49.52469
    5.2188	3.000000	.2525647E-06	.000000	.5166695E-03	5.123542	.000000	.000000	.9147032E-04	.000000	.5172935E-03	-.3012049E-17	.000000	.000000	23.55729	12.11343	1175.003	.9147032E-04	.000000	.000000	10.38457	9.138957	.7990967	-1.416690	16.48179	42.55069	30.64504	-.1867136E-03	43.62685	-918.2294	432.6128	-14.45271	-7.893498	-2892.834	63.21813	1720.998	50.11681	36.69718	-7.893498	-6300.252	754.6926	2937.658	50.11105
    5.2250	3.000000	.2079052E-06	.000000	.5074960E-03	5.131470	.000000	.000000	.9034246E-04	.000000	.5081089E-03	.2814042E-14	.000000	.000000	24.01156	12.11395	1175.053	.9034246E-04	.000000	.000000	10.57490	8.971780	.7898482	-1.442646	16.49513	43.33046	30.19857	-.1888822E-03	44.42632	-915.3720	440.5437	-14.70610	-8.037652	-2892.850	64.36053	1719.056	50.86232	37.20083	-8.037652	-6300.268	768.4628	2950.561	50.85652
    5.2313	3.000000	.2653176E-06	.000000	.5093146E-03	5.139399	.000000	.000000	.9002449E-04	.000000	.5099298E-03	.9509131E-16	.000000	.000000	24.46585	12.11448	1175.105	.9002449E-04	.000000	.000000	10.76279	9.007660	.7926440	-1.468302	16.50912	44.10077	30.31145	-.1945563E-03	45.21613	-911.7582	448.3969	-14.74955	-8.181539	-2892.904	65.51288	1718.537	51.83759	37.28450	-8.181539	-6300.322	782.2197	2952.471	51.83170
    5.2375	3.000000	.2250170E-06	.000000	.5219415E-03	5.147328	.000000	.000000	.9051839E-04	.000000	.5225718E-03	.1569027E-15	.000000	.000000	24.92016	12.11503	1175.158	.9051839E-04	.000000	.000000	10.94822	9.242225	.8072343	-1.493649	16.52375	44.86145	30.97179	-.1995921E-03	45.99609	-907.4009	456.1686	-14.58285	-8.325156	-2892.998	66.67565	1719.428	53.04963	36.94690	-8.325156	-6300.416	795.9636	2943.319	53.04361
    5.2438	3.000000	.1837120E-06	.000000	.5421002E-03	5.155257	.000000	.000000	.9181630E-04	.000000	.5427549E-03	-.2618731E-14	.000000	.000000	25.37448	12.11558	1175.211	.9181630E-04	.000000	.000000	11.13116	9.613853	.8302536	-1.518682	16.53902	45.61219	32.01624	-.2113813E-03	46.76588	-902.4695	463.8551	-14.20810	-8.468453	-2893.130	67.84312	1721.567	54.43811	36.18182	-8.468453	-6300.547	809.6840	2922.561	54.43190
    5.2500	3.000000	.3032859E-06	.000000	.5645708E-03	5.163187	.000000	.000000	.9390050E-04	.000000	.5652526E-03	.2247551E-15	.000000	.000000	25.82882	12.11614	1175.265	.9390050E-04	.000000	.000000	11.31155	10.02529	.8563919	-1.543383	16.55492	46.35274	33.18703	-.2243300E-03	47.52522	-897.2318	471.4528	-13.62987	-8.611324	-2893.301	69.00538	1724.704	55.89531	34.98230	-8.611324	-6300.718	823.3619	2889.432	55.88884
    5.2563	3.000000	.2785698E-06	.000000	.5840040E-03	5.171117	.000000	.000000	.9674339E-04	.000000	.5847093E-03	-.3338048E-14	.000000	.000000	26.28320	12.11671	1175.320	.9674339E-04	.000000	.000000	11.48925	10.37749	.8802288	-1.567743	16.57145	47.08267	34.22131	-.2334605E-03	48.27369	-891.9617	478.9587	-12.85540	-8.753657	-2893.510	70.15151	1728.574	57.30356	33.34673	-8.753657	-6300.928	836.9768	2843.311	57.29679
    5.2625	3.000000	.2701331E-06	.000000	.5967640E-03	5.179048	.000000	.000000	.1003076E-03	.000000	.5974847E-03	-.8331348E-15	.000000	.000000	26.73757	12.11728	1175.377	.1003076E-03	.000000	.000000	11.66416	10.60371	.8980832	-1.591755	16.58860	47.80161	34.94140	-.2423411E-03	49.01092	-886.8480	486.3715	-11.89461	-8.895370	-2893.756	71.27345	1732.981	58.57697	31.28505	-8.895370	-6301.173	850.5131	2784.102	58.56984
    5.2688	3.000000	.3379280E-06	.000000	.6021498E-03	5.186979	.000000	.000000	.1045464E-03	.000000	.6028771E-03	.2325709E-14	.000000	.000000	27.19199	12.11787	1175.433	.1045464E-03	.000000	.000000	11.83618	10.69201	.9092312	-1.615412	16.60632	48.50932	35.31402	-.2503918E-03	49.73666	-881.9335	493.6910	-10.76009	-9.036427	-2894.037	72.36887	1737.842	59.69251	28.82242	-9.036427	-6301.454	863.9651	2712.468	59.68496
    5.2750	3.000000	.2090806E-06	.000000	.6025727E-03	5.194910	.000000	.000000	.1094040E-03	.000000	.6033004E-03	-.1997019E-14	.000000	.000000	27.64642	12.11847	1175.491	.1094040E-03	.000000	.000000	12.00532	10.68815	.9160674	-1.638717	16.62458	49.20591	35.45816	-.2541943E-03	50.45105	-877.1075	500.9198	-9.466957	-9.176859	-2894.349	73.44229	1743.199	60.69918	25.99948	-9.176859	-6301.767	877.3410	2629.853	60.69117
    5.2812	3.000000	.2295431E-06	.000000	.6026326E-03	5.202842	.000000	.000000	.1148168E-03	.000000	.6033605E-03	.1125116E-14	.000000	.000000	28.10087	12.11907	1175.550	.1148168E-03	.000000	.000000	12.17167	10.67816	.9231616	-1.661693	16.64334	49.89185	35.59903	-.2575649E-03	51.15454	-872.1509	508.0616	-8.032313	-9.316755	-2894.689	74.50340	1749.170	61.70107	22.86821	-9.316755	-6302.106	890.6572	2538.251	61.69254
    5.2875	3.000000	.1572117E-06	.000000	.6074272E-03	5.210774	.000000	.000000	.1207141E-03	.000000	.6081608E-03	-.2746521E-15	.000000	.000000	28.55535	12.11968	1175.609	.1207141E-03	.000000	.000000	12.33542	10.75678	.9355490	-1.684353	16.66255	50.56782	35.98468	-.2628525E-03	51.84782	-866.8231	515.1213	-6.475038	-9.456211	-2895.053	75.56376	1755.886	62.82009	19.48595	-9.456211	-6302.470	903.9345	2439.862	62.81099
    5.2938	3.000000	.1451922E-06	.000000	.6206897E-03	5.218707	.000000	.000000	.1270195E-03	.000000	.6214394E-03	-.3486506E-15	.000000	.000000	29.00983	12.12030	1175.669	.1270195E-03	.000000	.000000	12.49684	10.99288	.9568588	-1.706727	16.68215	51.23473	36.79478	-.2717457E-03	52.53185	-860.9534	522.1046	-4.815323	-9.595312	-2895.436	76.63276	1763.408	64.15108	15.90838	-9.595312	-6302.853	917.1891	2336.688	64.14137
    5.3000	3.000000	.1363645E-06	.000000	.6434142E-03	5.226639	.000000	.000000	.1336520E-03	.000000	.6441912E-03	.4089949E-15	.000000	.000000	29.46437	12.12093	1175.730	.1336520E-03	.000000	.000000	12.65622	11.40419	.9879436	-1.728846	16.70210	51.89361	38.07374	-.2857886E-03	53.20765	-854.5086	529.0163	-3.074358	-9.734085	-2895.834	77.71422	1771.676	65.72542	12.18448	-9.734085	-6303.252	930.4278	2230.243	65.71506
    5.3063	3.000000	.5013640E-07	.000000	.6734462E-03	5.234573	.000000	.000000	.1405269E-03	.000000	.6742595E-03	-.1683424E-14	.000000	.000000	29.91891	12.12156	1175.792	.1405269E-03	.000000	.000000	12.81382	11.94996	1.026485	-1.750731	16.72236	52.54533	39.71152	-.3001812E-03	53.87614	-847.6153	535.8619	-1.274047	-9.872488	-2896.243	78.80490	1780.491	67.49621	8.354630	-9.872488	-6303.662	943.6432	2121.457	67.48515
    5.3125	3.000000	.3412216E-07	.000000	.7061806E-03	5.242507	.000000	.000000	.1475569E-03	.000000	.7070334E-03	-.5585979E-15	.000000	.000000	30.37350	12.12221	1175.854	.1475569E-03	.000000	.000000	12.96988	12.54430	1.067714	-1.772408	16.74290	53.19073	41.47866	-.3215041E-03	54.53814	-840.5209	542.6458	.5630457	-10.01042	-2896.661	79.89555	1789.558	69.35114	4.452829	-10.01042	-6304.079	956.8173	2010.825	69.33938
    5.3188	2.000000	.6301763E-04	.000000	.7361153E-03	5.250441	.000000	.000000	.1546531E-03	.000000	.7370043E-03	.1297644E-14	.000000	.000000	30.82808	12.12286	1175.917	.1546531E-03	.000000	.000000	13.12457	13.08514	1.105986	-1.793893	16.76367	53.83043	43.10312	-.3416885E-03	55.19429	-833.5165	549.3730	2.413927	-10.14775	-2897.083	80.97421	1798.545	71.14879	.5111988	-10.14775	-6304.502	969.9268	1898.697	71.13628
    5.3250	3.000000	.1365165E-07	.000000	.7587087E-03	5.258375	.000000	.000000	.1617258E-03	.000000	.7596250E-03	-.1945580E-14	.000000	.000000	31.28270	12.12352	1175.981	.1617258E-03	.000000	.000000	13.27804	13.48883	1.136654	-1.815212	16.78464	54.46508	44.36135	-.3559133E-03	55.84528	-826.8438	556.0492	4.255305	-10.28437	-2897.505	82.03059	1807.163	72.76618	-3.434291	-10.28437	-6304.926	982.9516	1785.647	72.75293
    5.3313	3.000000	.1203315E-06	.000000	.7718879E-03	5.266310	.000000	.000000	.1686853E-03	.000000	.7728201E-03	.1317838E-14	.000000	.000000	31.73735	12.12419	1176.046	.1686853E-03	.000000	.000000	13.43041	13.71789	1.157578	-1.836387	16.80577	55.09531	45.15198	-.3647141E-03	56.49172	-820.6194	562.6810	6.063843	-10.42021	-2897.924	83.05962	1815.229	74.14031	-7.339545	-10.42021	-6305.345	995.8810	1672.743	74.12633
    5.3375	3.000000	.1351374E-06	.000000	.7766928E-03	5.274246	.000000	.000000	.1754432E-03	.000000	.7776308E-03	.2895877E-14	.000000	.000000	32.19202	12.12486	1176.111	.1754432E-03	.000000	.000000	13.58190	13.79271	1.169758	-1.857443	16.82702	55.72200	45.52657	-.3710820E-03	57.13453	-814.8036	569.2770	7.816484	-10.55528	-2898.336	84.06387	1822.689	75.28957	-11.15103	-10.55528	-6305.757	1008.718	1561.659	75.27485
    5.3438	3.000000	.2071577E-06	.000000	.7768252E-03	5.282182	.000000	.000000	.1819133E-03	.000000	.7777634E-03	-.6969624E-15	.000000	.000000	32.64672	12.12554	1176.178	.1819133E-03	.000000	.000000	13.73274	13.78283	1.176867	-1.878421	16.84834	56.34617	45.66671	-.3720587E-03	57.77478	-809.2232	575.8464	9.490842	-10.68966	-2898.734	85.05260	1829.600	76.30622	-14.80812	-10.68966	-6306.156	1021.479	1454.544	76.29076
    5.3500	3.000000	.3838524E-06	.000000	.7772676E-03	5.290118	.000000	.000000	.1880133E-03	.000000	.7782063E-03	.7518227E-14	.000000	.000000	33.10142	12.12623	1176.245	.1880133E-03	.000000	.000000	13.88326	13.78108	1.183849	-1.899355	16.86967	56.96914	45.81571	-.3801961E-03	58.41379	-803.6407	582.3990	11.06558	-10.82345	-2899.115	86.03892	1836.068	77.32235	-18.24844	-10.82345	-6306.539	1034.186	1353.730	77.30620
    5.3563	3.000000	.3205926E-06	.000000	.7824673E-03	5.298055	.000000	.000000	.1936654E-03	.000000	.7834123E-03	.3482041E-14	.000000	.000000	33.55617	12.12693	1176.312	.1936654E-03	.000000	.000000	14.03387	13.86980	1.195087	-1.920289	16.89099	57.59225	46.18931	-.3828575E-03	59.05294	-797.8464	588.9449	12.52086	-10.95676	-2899.473	87.03516	1842.179	78.46117	-21.41464	-10.95676	-6306.898	1046.861	1261.335	78.44433
    5.3625	3.000000	.4129866E-06	.000000	.7947256E-03	5.305992	.000000	.000000	.1987982E-03	.000000	.7956853E-03	.2819627E-14	.000000	.000000	34.01095	12.12764	1176.381	.1987982E-03	.000000	.000000	14.18492	14.09103	1.212791	-1.941269	16.91225	58.21695	46.89711	-.3968482E-03	59.69370	-791.7368	595.4923	13.83840	-11.08965	-2899.806	88.04885	1847.939	79.79053	-24.25978	-11.08965	-6307.232	1059.516	1178.954	79.77304
    5.3688	3.000000	.5201271E-06	.000000	.8133540E-03	5.313930	.000000	.000000	.2033471E-03	.000000	.8143363E-03	.1900017E-14	.000000	.000000	34.46576	12.12835	1176.450	.2033471E-03	.000000	.000000	14.33679	14.43119	1.236163	-1.962319	16.93342	58.84442	47.90187	-.4108328E-03	60.33728	-785.3578	602.0489	15.00190	-11.22211	-2900.110	89.07984	1853.240	81.29552	-26.75084	-11.22211	-6307.538	1072.151	1107.461	81.27743
    5.3750	3.000000	.4955724E-06	.000000	.8348929E-03	5.321868	.000000	.000000	.2072556E-03	.000000	.8359012E-03	-.5332615E-15	.000000	.000000	34.92057	12.12907	1176.520	.2072556E-03	.000000	.000000	14.48976	14.82538	1.261636	-1.983478	16.95449	59.47562	49.03104	-.4261614E-03	60.98466	-778.8922	608.6202	15.99701	-11.35405	-2900.383	90.12059	1857.877	82.88033	-28.86790	-11.35405	-6307.811	1084.750	1047.074	82.86167
    5.3813	3.000000	.5158588E-06	.000000	.8543069E-03	5.329807	.000000	.000000	.2104754E-03	.000000	.8553386E-03	.1141933E-14	.000000	.000000	35.37543	12.12980	1176.590	.2104754E-03	.000000	.000000	14.64397	15.17989	1.284088	-2.004755	16.97545	60.11116	50.03618	-.4386709E-03	61.63643	-772.5991	615.2107	16.81149	-11.48533	-2900.624	91.15864	1861.597	84.39912	-30.60063	-11.48533	-6308.052	1097.289	997.5718	84.37996
    5.3875	3.000000	.5264769E-06	.000000	.8667344E-03	5.337746	.000000	.000000	.2129671E-03	.000000	.8677811E-03	-.3596099E-14	.000000	.000000	35.83030	12.13053	1176.662	.2129671E-03	.000000	.000000	14.79953	15.40477	1.298613	-2.026170	16.99630	60.75147	50.67899	-.4502184E-03	62.29308	-766.7263	621.8249	17.43528	-11.61583	-2900.830	92.18140	1864.169	85.70556	-31.94279	-11.61583	-6308.259	1109.744	958.6425	85.68595
    5.3938	3.000000	.4484915E-06	.000000	.8691746E-03	5.345685	.000000	.000000	.2147000E-03	.000000	.8702243E-03	-.3029000E-14	.000000	.000000	36.28521	12.13128	1176.734	.2147000E-03	.000000	.000000	14.95652	15.44502	1.302212	-2.047733	17.01703	61.39692	50.81380	-.4575788E-03	62.95497	-761.4247	628.4660	17.86065	-11.74544	-2901.001	93.18066	1865.448	86.70362	-32.88707	-11.74544	-6308.431	1122.097	930.2026	86.68364
    5.4000	3.000000	.5239337E-06	.000000	.8615203E-03	5.353626	.000000	.000000	.2156531E-03	.000000	.8625608E-03	.5818944E-14	.000000	.000000	36.74016	12.13203	1176.807	.2156531E-03	.000000	.000000	15.11494	15.29956	1.294824	-2.069455	17.03763	62.04768	50.43770	-.4576089E-03	63.62226	-756.6985	635.1382	18.08230	-11.87415	-2901.136	94.15550	1865.420	87.38153	-33.42211	-11.87415	-6308.565	1134.347	912.5841	87.36125
    5.4062	3.000000	.7123375E-06	.000000	.8465790E-03	5.361567	.000000	.000000	.2158146E-03	.000000	.8476014E-03	.4260813E-15	.000000	.000000	37.19513	12.13279	1176.880	.2158146E-03	.000000	.000000	15.27487	15.02131	1.279325	-2.091348	17.05811	62.70412	49.69070	-.4531810E-03	64.29537	-752.4052	641.8461	18.09761	-12.00201	-2901.234	95.11324	1864.184	87.81677	-33.53301	-12.00201	-6308.663	1146.506	906.5169	87.79627
    5.4125	3.000000	.7445382E-06	.000000	.8290802E-03	5.369508	.000000	.000000	.2151826E-03	.000000	.8300815E-03	.2493167E-14	.000000	.000000	37.65010	12.13355	1176.955	.2151826E-03	.000000	.000000	15.43642	14.69843	1.260520	-2.113430	17.07845	63.36671	48.80630	-.4498388E-03	64.97475	-748.3036	648.5933	17.90663	-12.12914	-2901.294	96.06679	1861.930	88.14939	-33.20450	-12.12914	-6308.724	1158.596	912.9345	88.12874
    5.4188	3.000000	.7581967E-06	.000000	.8140236E-03	5.377449	.000000	.000000	.2137652E-03	.000000	.8150067E-03	-.1033970E-14	.000000	.000000	38.10513	12.13433	1177.030	.2137652E-03	.000000	.000000	15.59971	14.42359	1.243467	-2.135710	17.09866	64.03586	48.03008	-.4434873E-03	65.66080	-744.1398	655.3829	17.51215	-12.25567	-2901.317	97.03027	1858.857	88.53335	-32.42651	-12.25567	-6308.745	1170.643	932.6354	88.51263
    5.4250	3.000000	.6456757E-06	.000000	.8049493E-03	5.385391	.000000	.000000	.2115807E-03	.000000	.8059214E-03	.5324015E-14	.000000	.000000	38.56018	12.13511	1177.106	.2115807E-03	.000000	.000000	15.76487	14.26181	1.231741	-2.158198	17.11874	64.71198	47.53499	-.4458696E-03	66.35400	-739.7328	662.2167	16.91960	-12.38168	-2901.302	98.01428	1855.120	89.08227	-31.19948	-12.38168	-6308.730	1182.666	965.9614	89.06154
    5.4313	3.000000	.5526822E-06	.000000	.8027373E-03	5.393334	.000000	.000000	.2086572E-03	.000000	.8037068E-03	-.4258380E-14	.000000	.000000	39.01527	12.13591	1177.183	.2086572E-03	.000000	.000000	15.93194	14.22850	1.226233	-2.180896	17.13872	65.39517	47.36293	-.4438353E-03	67.05441	-735.0338	669.0939	16.13687	-12.50721	-2901.251	99.02178	1850.780	89.82905	-29.53781	-12.50721	-6308.679	1194.670	1012.576	89.80840
    5.4375	3.000000	.7564217E-06	.000000	.8053534E-03	5.401277	.000000	.000000	.2050325E-03	.000000	.8063260E-03	-.1027153E-14	.000000	.000000	39.47038	12.13671	1177.261	.2050325E-03	.000000	.000000	16.10093	14.28497	1.224909	-2.203799	17.15861	66.08530	47.41312	-.4569701E-03	67.76187	-730.1390	676.0115	15.17417	-12.63219	-2901.167	100.0473	1845.803	90.71409	-27.47029	-12.63219	-6308.594	1206.643	1071.433	90.69360
    5.4438	3.000000	.5803959E-06	.000000	.8086233E-03	5.409221	.000000	.000000	.2007535E-03	.000000	.8095998E-03	.1870394E-14	.000000	.000000	39.92551	12.13752	1177.339	.2007535E-03	.000000	.000000	16.27171	14.35312	1.223604	-2.226887	17.17845	66.78181	47.48077	-.4601208E-03	68.47585	-725.2501	682.9644	14.04378	-12.75650	-2901.052	101.0787	1840.089	91.60635	-25.03703	-12.75650	-6308.478	1218.564	1140.947	91.58608
    5.4500	3.000000	.4914954E-06	.000000	.8077580E-03	5.417165	.000000	.000000	.1958753E-03	.000000	.8087336E-03	-.2243865E-14	.000000	.000000	40.38070	12.13833	1177.418	.1958753E-03	.000000	.000000	16.44406	14.34394	1.217570	-2.250133	17.19827	67.48386	47.33239	-.4682899E-03	69.19547	-720.5975	689.9466	12.75999	-12.87999	-2900.909	102.1011	1833.527	92.35031	-22.28444	-12.87999	-6308.335	1230.404	1219.294	92.33034
    5.4563	3.000000	.3933686E-06	.000000	.7990910E-03	5.425110	.000000	.000000	.1904604E-03	.000000	.8000560E-03	.2963890E-14	.000000	.000000	40.83590	12.13916	1177.499	.1904604E-03	.000000	.000000	16.61765	14.18973	1.203217	-2.273505	17.21812	68.19035	46.79094	-.4643363E-03	69.91960	-716.3527	696.9508	11.33889	-13.00254	-2900.743	103.1023	1826.063	92.82277	-19.25910	-13.00254	-6308.167	1242.140	1304.767	92.80315
    5.4625	3.000000	.4582656E-06	.000000	.7814153E-03	5.433055	.000000	.000000	.1845776E-03	.000000	.7823590E-03	-.6560202E-15	.000000	.000000	41.29114	12.13999	1177.579	.1845776E-03	.000000	.000000	16.79218	13.86878	1.179457	-2.296970	17.23802	68.90016	45.80101	-.4613826E-03	70.64713	-712.5628	703.9700	9.798414	-13.12411	-2900.557	104.0773	1817.742	92.97893	-16.00366	-13.12411	-6307.980	1253.764	1396.020	92.95974
    5.4688	3.000000	.4567121E-06	.000000	.7564555E-03	5.441001	.000000	.000000	.1783012E-03	.000000	.7573690E-03	-.6910535E-15	.000000	.000000	41.74639	12.14084	1177.661	.1783012E-03	.000000	.000000	16.96733	13.41381	1.148161	-2.320496	17.25800	69.61211	44.45116	-.4511775E-03	71.37680	-709.1269	710.9977	8.158053	-13.24471	-2900.354	105.0295	1808.724	92.87157	-12.55466	-13.24471	-6307.776	1265.280	1492.178	92.85287
    5.4750	3.000000	.2504521E-06	.000000	.7283117E-03	5.448948	.000000	.000000	.1717100E-03	.000000	.7291913E-03	-.3011588E-14	.000000	.000000	42.20169	12.14169	1177.744	.1717100E-03	.000000	.000000	17.14281	12.90138	1.113577	-2.344052	17.27810	70.32527	42.94587	-.4391686E-03	72.10772	-705.8251	718.0270	6.438844	-13.36445	-2900.138	105.9701	1799.252	92.63603	-8.944448	-13.36445	-6307.559	1276.710	1592.717	92.61784
    5.4813	3.000000	.1562839E-06	.000000	.7020773E-03	5.456895	.000000	.000000	.1648866E-03	.000000	.7029252E-03	.4776310E-14	.000000	.000000	42.65702	12.14255	1177.827	.1648866E-03	.000000	.000000	17.31835	12.42599	1.080935	-2.367612	17.29833	71.03860	41.53709	-.4279685E-03	72.83883	-702.3882	725.0510	4.662877	-13.48348	-2899.912	106.9134	1789.608	92.44590	-5.204534	-13.48348	-6307.333	1288.080	1697.230	92.42828
    5.4875	3.000000	.8828984E-07	.000000	.6821161E-03	5.464842	.000000	.000000	.1579164E-03	.000000	.6829398E-03	.2446848E-14	.000000	.000000	43.11240	12.14342	1177.912	.1579164E-03	.000000	.000000	17.49379	12.06810	1.054700	-2.391142	17.31874	71.75130	40.43973	-.4212824E-03	73.56927	-698.5855	732.0616	2.853045	-13.60192	-2899.680	107.8723	1780.042	92.45467	-1.370623	-13.60192	-6307.099	1299.413	1805.105	92.43764
    5.4938	3.000000	.2360552E-07	.000000	.6706059E-03	5.472790	.000000	.000000	.1508869E-03	.000000	.6714158E-03	-.2686924E-15	.000000	.000000	43.56778	12.14430	1177.997	.1508869E-03	.000000	.000000	17.66886	11.86723	1.037115	-2.414614	17.33936	72.46236	39.76037	-.4146135E-03	74.29801	-694.2970	739.0497	1.032498	-13.71984	-2899.446	108.8530	1770.726	92.74397	2.513920	-13.71984	-6306.865	1310.723	1915.290	92.72757
    5.5000	3.000000	.1257109E-06	.000000	.6668536E-03	5.480739	.000000	.000000	.1438864E-03	.000000	.6676589E-03	.1386488E-14	.000000	.000000	44.02322	12.14518	1178.083	.1438864E-03	.000000	.000000	17.84327	11.80952	1.027522	-2.437983	17.36022	73.17053	39.46445	-.4165107E-03	75.02379	-689.5474	746.0042	-.7757223	-13.83720	-2899.214	109.8527	1761.732	93.29668	6.396701	-13.83720	-6306.633	1322.003	2026.187	93.28089
    5.5063	3.000000	.2344581E-06	.000000	.6676176E-03	5.488688	.000000	.000000	.1370029E-03	.000000	.6684239E-03	.6210222E-14	.000000	.000000	44.47868	12.14608	1178.170	.1370029E-03	.000000	.000000	18.01670	11.83398	1.022705	-2.461206	17.38135	73.87446	39.39279	-.4227164E-03	75.74519	-684.4892	752.9130	-2.549087	-13.95390	-2898.990	110.8604	1753.044	94.00466	10.21826	-13.95390	-6306.408	1333.233	2135.744	93.98949
    5.5125	3.000000	.4610455E-06	.000000	.6683173E-03	5.496638	.000000	.000000	.1303231E-03	.000000	.6691245E-03	-.6204150E-14	.000000	.000000	44.93417	12.14698	1178.257	.1303231E-03	.000000	.000000	18.18871	11.85523	1.018111	-2.484229	17.40281	74.57244	39.32153	-.4274026E-03	76.46052	-679.3422	759.7630	-4.265793	-14.06980	-2898.778	111.8601	1744.603	94.70879	13.91648	-14.06980	-6306.195	1344.385	2241.710	94.69423
    5.5188	3.000000	.5066896E-06	.000000	.6647004E-03	5.504589	.000000	.000000	.1239307E-03	.000000	.6655032E-03	.5508408E-14	.000000	.000000	45.38969	12.14790	1178.346	.1239307E-03	.000000	.000000	18.35882	11.79451	1.009543	-2.506999	17.42462	75.26274	39.04411	-.4288534E-03	77.16796	-674.3093	766.5417	-5.904804	-14.18474	-2898.581	112.8365	1736.359	95.25745	17.43204	-14.18474	-6305.999	1355.430	2341.955	95.24348
    5.5250	3.000000	.6494675E-06	.000000	.6543810E-03	5.512540	.000000	.000000	.1179056E-03	.000000	.6551713E-03	-.8413341E-15	.000000	.000000	45.84526	12.14882	1178.435	.1179056E-03	.000000	.000000	18.52657	11.60810	.9946991	-2.529466	17.44681	75.94362	38.44653	-.4225410E-03	77.86577	-669.4990	773.2368	-7.446082	-14.29865	-2898.406	113.7800	1728.332	95.56260	20.71386	-14.29865	-6305.822	1366.351	2434.772	95.54920
    5.5312	3.000000	.7038686E-06	.000000	.6377107E-03	5.520492	.000000	.000000	.1123223E-03	.000000	.6384809E-03	-.4164861E-14	.000000	.000000	46.30087	12.14974	1178.525	.1123223E-03	.000000	.000000	18.69151	11.30328	.9740347	-2.551583	17.46941	76.61346	37.54933	-.4178278E-03	78.55228	-664.8834	779.8381	-8.870512	-14.41151	-2898.254	114.6898	1720.625	95.63408	23.72170	-14.41151	-6305.671	1377.147	2519.038	95.62122
    5.5375	3.000000	.8217245E-06	.000000	.6176805E-03	5.528444	.000000	.000000	.1072496E-03	.000000	.6184265E-03	-.2994692E-14	.000000	.000000	46.75650	12.15068	1178.616	.1072496E-03	.000000	.000000	18.85326	10.93620	.9506519	-2.573308	17.49244	77.27097	36.50213	-.4095896E-03	79.22618	-660.3031	786.3369	-10.16013	-14.52340	-2898.129	115.5741	1713.421	95.57916	26.42628	-14.52340	-6305.547	1387.833	2594.199	95.56679
